source,target,code
/5-cold-war-mistakes-nearly-killed-us/,/history/5-cold-war-mistakes-nearly-killed-us/,301
/5-common-misconceptions-about-filing-va-claims-debunked/,/military-life/5-common-misconceptions-about-filing-va-claims-debunked/,301
/5-crazy-weapons-banned-war/,/tech-tactics/5-crazy-weapons-banned-war/,301
/5-epic-military-leadership-fails-of-this-decade/,/news/5-epic-military-leadership-fails-of-this-decade/,301
/5-funny-responses-to-did-you-ever-kill-anyone/,/military-life/5-funny-responses-to-did-you-ever-kill-anyone/,301
/5-habits-prevent-debt-ruining-life/,/tech-tactics/5-habits-prevent-debt-ruining-life/,301
/5-harrowing-stories-hand-hand-combat-iraq-afghanistan/,/history/5-harrowing-stories-hand-hand-combat-iraq-afghanistan/,301
/5-insignias-that-would-be-better-than-marsocs-new-badge/,/news/5-insignias-that-would-be-better-than-marsocs-new-badge/,301
/5-key-things-know-preparing-file-va-claim/,/military-life/5-key-things-know-preparing-file-va-claim/,301
/5-lessons-for-vets-before-you-start-your-own-business/,/military-life/5-lessons-for-vets-before-you-start-your-own-business/,301
/5-mental-preparation-tricks-used-special-forces-will-help-situation/,/tech-tactics/5-mental-preparation-tricks-used-special-forces-will-help-situation/,301
/5-military-habits-change-civilian-things/,/military-life/5-military-habits-change-civilian-things/,301
/5-military-stereotypes-that-are-actually-true/,/news/5-military-stereotypes-that-are-actually-true/,301
/5-powerful-lessons-gen-mcmaster-brings-white-house/,/news/5-powerful-lessons-gen-mcmaster-brings-white-house/,301
/5-reasons-soldiers-join-army/,/news/5-reasons-soldiers-join-army/,301
/5-reasons-soldiers-join-army/,/news/5-reasons-soldiers-join-army/,301
/5-ridiculous-things-defense-spending-bill-still-cost-less-f-35/,/tech-tactics/5-ridiculous-things-defense-spending-bill-still-cost-less-f-35/,301
/5-seemingly-frivolous-medical-expenses-pentagon-covers-not-transgender/,/news/5-seemingly-frivolous-medical-expenses-pentagon-covers-not-transgender/,301
/5-smart-college-degrees-that-student-veterans-consider/,/military-life/5-smart-college-degrees-that-student-veterans-consider/,301
/5-tactical-mission-techniques-for-taking-your-kid-trick-or-treating/,/military-life/5-tactical-mission-techniques-for-taking-your-kid-trick-or-treating/,301
/5-takeaways-from-a-recent-command-and-general-staff-college-graduate/,/news/5-takeaways-from-a-recent-command-and-general-staff-college-graduate/,301
/5-things-know-armys-plan-pick-new-rifle/,/news/5-things-know-armys-plan-pick-new-rifle/,301
/5-things-need-know-security-industry/,/military-life/5-things-need-know-security-industry/,301
/5-things-star-wars-taught-us-about-contemporary-warfare/,/culture/5-things-star-wars-taught-us-about-contemporary-warfare/,301
/5-things-star-wars-taught-us-about-contemporary-warfare/,/culture/5-things-star-wars-taught-us-about-contemporary-warfare/,301
/5-things-veterans-dont-know-getting-civilian-job/,/sponsored-content/5-things-veterans-dont-know-getting-civilian-job/,301
/5-things-weve-learned-ptsd-since-911/,/military-life/5-things-weve-learned-ptsd-since-911/,301
/5-things-women-veterans-want-everyone-know/,/military-life/5-things-women-veterans-want-everyone-know/,301
/5-things-women-veterans-want-everyone-know/,/military-life/5-things-women-veterans-want-everyone-know/,301
/5-times-when-ignoring-the-militarys-rules-paid-off-in-the-long-run/,/military-life/5-times-when-ignoring-the-militarys-rules-paid-off-in-the-long-run/,301
/5-tips-maintaining-gear-field-according-direct-action-sniper/,/tech-tactics/5-tips-maintaining-gear-field-according-direct-action-sniper/,301
/5-transgender-service-members-defying-military-norms/,/military-life/5-transgender-service-members-defying-military-norms/,301
/5-true-stories-militarys-paranormal-activity-research/,/history/5-true-stories-militarys-paranormal-activity-research/,301
/5-ways-climate-change-will-impact-the-u-s-military/,/news/5-ways-climate-change-will-impact-the-u-s-military/,301
/5-ways-climate-change-will-impact-the-u-s-military/,/news/5-ways-climate-change-will-impact-the-u-s-military/,301
/5-ways-not-bore-troops-death-powerpoint/,/tech-tactics/5-ways-not-bore-troops-death-powerpoint/,301
/50-troops-traumatic-brain-injury/,/news/50-troops-traumatic-brain-injury/,301
/504-military-intelligence-app/,/news/504-military-intelligence-app/,301
/5th-fleet-commander-dead/,/news/5th-fleet-commander-dead/,301
/6-disturbing-takeaways-new-investigation-toxic-pollution-bases/,/news/6-disturbing-takeaways-new-investigation-toxic-pollution-bases/,301
/6-keyboard-warriors-taking-news-feed-election-season/,/culture/6-keyboard-warriors-taking-news-feed-election-season/,301
/6-lessons-being-a-military-pilot-taught-me-for-life/,/news/6-lessons-being-a-military-pilot-taught-me-for-life/,301
/6-military-stereotypes-that-are-just-plain-wrong/,/culture/6-military-stereotypes-that-are-just-plain-wrong/,301
/6-military-veteran-good-samaritans/,/military-life/6-military-veteran-good-samaritans/,301
/6-nfl-players-who-served-in-the-post-911-military/,/military-life/6-nfl-players-who-served-in-the-post-911-military/,301
/6-surprising-medical-conditions-thatll-disqualify-service/,/military-life/6-surprising-medical-conditions-thatll-disqualify-service/,301
/6-things-you-probably-never-knew-about-black-hawk-down/,/culture/6-things-you-probably-never-knew-about-black-hawk-down/,301
/6-types-contractors-encounter-overseas/,/culture/6-types-contractors-encounter-overseas/,301
/6-types-majors-meet-military/,/culture/6-types-majors-meet-military/,301
/6-women-who-fought-in-direct-combat-in-iraq-and-afghanistan/,/history/6-women-who-fought-in-direct-combat-in-iraq-and-afghanistan/,301
/6-wtf-moments-commander-chief-forum/,/news/6-wtf-moments-commander-chief-forum/,301
/7-crazy-facts-every-fan-deer-hunter-know/,/culture/7-crazy-facts-every-fan-deer-hunter-know/,301
/7-crazy-facts-every-fan-deer-hunter-know/,/culture/7-crazy-facts-every-fan-deer-hunter-know/,301
/7-everyday-military-foods/,/tech-tactics/7-everyday-military-foods/,301
/7-fascinating-facts-robert-muellers-time-vietnam-marine/,/news/7-fascinating-facts-robert-muellers-time-vietnam-marine/,301
/7-phrases-youll-want-to-keep-using-after-the-military/,/culture/7-phrases-youll-want-to-keep-using-after-the-military/,301
/7-stories-remind-us-troops-love-10-warthog/,/tech-tactics/7-stories-remind-us-troops-love-10-warthog/,301
/7-stories-remind-us-troops-love-10-warthog/,/tech-tactics/7-stories-remind-us-troops-love-10-warthog/,301
/7-things-probably-never-knew-jarhead/,/culture/7-things-probably-never-knew-jarhead/,301
/7-things-you-probably-never-knew-about-thanksgiving-and-the-military/,/history/7-things-you-probably-never-knew-about-thanksgiving-and-the-military/,301
/7-ways-to-lead-like-a-navy-seal/,/news/7-ways-to-lead-like-a-navy-seal/,301
/71-years-ago-former-president-george-h-w-bush-almost-died-in-world-war-ii/,/military-life/71-years-ago-former-president-george-h-w-bush-almost-died-in-world-war-ii/,301
/74-years-since-greatest-naval-battle-american-history/,/history/74-years-since-greatest-naval-battle-american-history/,301
/75th-ranger-regiment-adding-fifth-battalion/,/news/75th-ranger-regiment-adding-fifth-battalion/,301
/75th-ranger-regiment-adding-fifth-battalion/,/news/75th-ranger-regiment-adding-fifth-battalion/,301
/8-big-changes-that-have-improved-load-bearing-combat-gear/,/tech-tactics/8-big-changes-that-have-improved-load-bearing-combat-gear/,301
/8-common-myths-ptsd-debunked/,/military-life/8-common-myths-ptsd-debunked/,301
/8-companies-around-united-states-hiring-combat-arms/,/military-life/8-companies-around-united-states-hiring-combat-arms/,301
/8-military-punishments-wouldnt-fly-civilian-world/,/military-life/8-military-punishments-wouldnt-fly-civilian-world/,301
/8-presidents-badass-military-records/,/military-life/8-presidents-badass-military-records/,301
/8-steps-will-help-improve-va-disability-claim/,/military-life/8-steps-will-help-improve-va-disability-claim/,301
/8-symptoms-of-a-toxic-command-climate/,/news/8-symptoms-of-a-toxic-command-climate/,301
/8-things-probably-didnt-know-top-gun/,/culture/8-things-probably-didnt-know-top-gun/,301
/8-things-the-army-taught-me-about-running-a-small-business/,/news/8-things-the-army-taught-me-about-running-a-small-business/,301
/8-tips-first-person-shooters-pro-gamer/,/culture/8-tips-first-person-shooters-pro-gamer/,301
/8-unbelievable-stories-from-the-second-battle-of-fallujah/,/history/8-unbelievable-stories-from-the-second-battle-of-fallujah/,301
/9-smart-tips-dating-modern-military-men/,/military-life/9-smart-tips-dating-modern-military-men/,301
/a-10-rocket-tucson/,/news/a-10-rocket-tucson/,301
/a-10-warthog-fighter-replacement/,/tech-tactics/a-10-warthog-fighter-replacement/,301
/a-10-warthog-fighter-replacement/,/tech-tactics/a-10-warthog-fighter-replacement/,301
/a-10-warthog-fleet-mcsally/,/tech-tactics/a-10-warthog-fleet-mcsally/,301
/a-10-warthog-heather-wilson/,/news/a-10-warthog-heather-wilson/,301
/a-judges-panel-just-ruled-stolen-valor-as-free-speech/,/news/a-judges-panel-just-ruled-stolen-valor-as-free-speech/,301
/a-look-at-air-force-readiness-68-years-after-its-formation/,/culture/a-look-at-air-force-readiness-68-years-after-its-formation/,301
/a-marine-veterans-open-letter-to-peter-berg-on-the-caitlyn-jenner-controversy/,/news/a-marine-veterans-open-letter-to-peter-berg-on-the-caitlyn-jenner-controversy/,301
/a-navy-seals-advice-on-living-a-more-fulfilling-life/,/news/a-navy-seals-advice-on-living-a-more-fulfilling-life/,301
/a-security-forces-vet-offers-gun-safety-tips-for-keeping-your-home-safe/,/tech-tactics/a-security-forces-vet-offers-gun-safety-tips-for-keeping-your-home-safe/,301
/a-survival-expert-lays-out-what-you-need-in-your-bug-out-bag/,,410
/a-true-story-of-rage-quitting-in-afghanistan/,/news/a-true-story-of-rage-quitting-in-afghanistan/,301
/a-vietnam-vet-was-feasted-on-by-ants-before-his-death-at-an-atlanta-va-hospital-his-daughter-says/,/military-life/a-vietnam-vet-was-feasted-on-by-ants-before-his-death-at-an-atlanta-va-hospital-his-daughter-says/,301
/a10-bird-strike/,/news/a10-bird-strike/,301
/a10-pilot-story/,/news/a10-pilot-story/,301
/a10-warthog-vs-f35/,,410
/about-page/,/news/about-page/,301
/abraham-lincoln-carrier-turn-video/,/news/abraham-lincoln-carrier-turn-video/,301
/abu-bakr-al-baghdadi-killed-trump/,/news/abu-bakr-al-baghdadi-killed-trump/,301
/ac130j-ghostrider-laser-cannon-funding/,/news/ac130j-ghostrider-laser-cannon-funding/,301
/ac130j-ghostrider-laser-cannon-funding/,/news/ac130j-ghostrider-laser-cannon-funding/,301
/adam-calhoun-iwo-jima-photo-video/,/news/adam-calhoun-iwo-jima-photo-video/,301
/adam-smith-trump-military-spending/,/news/adam-smith-trump-military-spending/,301
/adm-mcraven-this-will-go-down-as-the-greatest-generation-of-the-21st-century/,/news/adm-mcraven-this-will-go-down-as-the-greatest-generation-of-the-21st-century/,301
/admiral-fired-investigation/,/news/admiral-fired-investigation/,301
/admiral-mcraven-defends-millennials-military/,/news/admiral-mcraven-defends-millennials-military/,301
/admiral-ship-collision/,/news/admiral-ship-collision/,301
/advice-troops-mexico-border/,/news/advice-troops-mexico-border/,301
/afghan-commandos-special-forces/,/news/afghan-commandos-special-forces/,301
/afghan-drawdown-peace/,/news/afghan-drawdown-peace/,301
/afghan-peace-deal-mike-pompeo/,/news/afghan-peace-deal-mike-pompeo/,301
/afghan-pilots-awol/,/news/afghan-pilots-awol/,301
/afghan-security-forces-classified-sigar/,/news/afghan-security-forces-classified-sigar/,301
/afghan-security-forces-robbed-and-terrorized-us-funded-support-staff-to-the-tune-of-780k/,/news/afghan-security-forces-robbed-and-terrorized-us-funded-support-staff-to-the-tune-of-780k/,301
/afghan-troops-police-disaster-sopko/,/news/afghan-troops-police-disaster-sopko/,301
/afghan-war-documentary-trauma-justice-difficult-job-combat-medic/,/culture/afghan-war-documentary-trauma-justice-difficult-job-combat-medic/,301
/afghan-war-plan-erik-prince-blackwater-dyncorp/,/news/afghan-war-plan-erik-prince-blackwater-dyncorp/,301
/afghanistan-17-years-later-victory/,/news/afghanistan-17-years-later-victory/,301
/afghanistan-2000-troops-drawdown/,/news/afghanistan-2000-troops-drawdown/,301
/afghanistan-casualties-report/,/news/afghanistan-casualties-report/,301
/afghanistan-child-sex-abuse-report/,/news/afghanistan-child-sex-abuse-report/,301
/afghanistan-commander-pistol/,/news/afghanistan-commander-pistol/,301
/afghanistan-fallen-not-in-vain/,/news/afghanistan-fallen-not-in-vain/,301
/afghanistan-firefight-valor-awards/,/history/afghanistan-firefight-valor-awards/,301
/afghanistan-forever-war/,/news/afghanistan-forever-war/,301
/afghanistan-insider-attack-13th-deployment/,/news/afghanistan-insider-attack-13th-deployment/,301
/afghanistan-insider-attacks-2019-sigar/,/news/afghanistan-insider-attacks-2019-sigar/,301
/afghanistan-iraq-war-veterans-poll/,/history/afghanistan-iraq-war-veterans-poll/,301
/afghanistan-is-not-a-forever-war/,/news/afghanistan-is-not-a-forever-war/,301
/afghanistan-lies/,/news/afghanistan-lies/,301
/afghanistan-lies-sigar-sopko/,/news/afghanistan-lies-sigar-sopko/,301
/afghanistan-marines-combat-action-ribbon/,/news/afghanistan-marines-combat-action-ribbon/,301
/afghanistan-mattis-troop-deployment/,/news/afghanistan-mattis-troop-deployment/,301
/afghanistan-papers-alex-gibney/,/culture/afghanistan-papers-alex-gibney/,301
/afghanistan-sitrep/,/history/afghanistan-sitrep/,301
/afghanistan-taliban-commandos-homegrown/,/news/afghanistan-taliban-commandos-homegrown/,301
/afghanistan-taliban-commandos-homegrown/,/news/afghanistan-taliban-commandos-homegrown/,301
/afghanistan-troop-deployments-spring-2018/,/news/afghanistan-troop-deployments-spring-2018/,301
/afghanistan-truce-begins/,/news/afghanistan-truce-begins/,301
/afghanistan-war-anniversary/,/news/afghanistan-war-anniversary/,301
/africa-ops-ranked/,/culture/africa-ops-ranked/,301
/after-iran-kidnapped-us-troops-a-scrappy-new-jersey-law-firm-went-after-the-banks-it-says-helped-them-do-it/,/news/after-iran-kidnapped-us-troops-a-scrappy-new-jersey-law-firm-went-after-the-banks-it-says-helped-them-do-it/,301
/aghanistan-losing/,/news/aghanistan-losing/,301
/air-force-7-b1-lancer-bombers-readiness-rate/,/news/air-force-7-b1-lancer-bombers-readiness-rate/,301
/air-force-a10-warthog-rewinging/,/news/air-force-a10-warthog-rewinging/,301
/air-force-a10-warthog-upgrades/,/news/air-force-a10-warthog-upgrades/,301
/air-force-afosi-investigating-marijuana-minot-missile-alert-facility/,/news/air-force-afosi-investigating-marijuana-minot-missile-alert-facility/,301
/air-force-commander-suicide-chickenshit/,/news/air-force-commander-suicide-chickenshit/,301
/air-force-dylan-elchin-viking-funeral/,/news/air-force-dylan-elchin-viking-funeral/,301
/air-force-f-15ex-presoliciation-notices/,/news/air-force-f-15ex-presoliciation-notices/,301
/air-force-f15x-purchase-f35/,/news/air-force-f15x-purchase-f35/,301
/air-force-f35-combat-debut/,/tech-tactics/air-force-f35-combat-debut/,301
/air-force-falcons-drones-research/,/news/air-force-falcons-drones-research/,301
/air-force-general-lee-levy/,/news/air-force-general-lee-levy/,301
/air-force-hazing/,/news/air-force-hazing/,301
/air-force-intrigues-ufo-enthusiasts/,/news/air-force-intrigues-ufo-enthusiasts/,301
/air-force-joint-base-andrews-incels-threat-brief/,/news/air-force-joint-base-andrews-incels-threat-brief/,301
/air-force-laser-ac-130j-ghostrider-gunship/,/news/air-force-laser-ac-130j-ghostrider-gunship/,301
/air-force-light-attack-aircraft-a29-at6-contracts/,/news/air-force-light-attack-aircraft-a29-at6-contracts/,301
/air-force-lost-grenades-commander-fired/,/news/air-force-lost-grenades-commander-fired/,301
/air-force-modular-handgun-system-test/,/news/air-force-modular-handgun-system-test/,301
/air-force-new-years-nuke/,/tech-tactics/air-force-new-years-nuke/,301
/air-force-not-creating-skynet/,/news/air-force-not-creating-skynet/,301
/air-force-not-creating-skynet/,/news/air-force-not-creating-skynet/,301
/air-force-nuclear-launch-facility-drinking/,/news/air-force-nuclear-launch-facility-drinking/,301
/air-force-nuclear-missile-silos-lsd/,/news/air-force-nuclear-missile-silos-lsd/,301
/air-force-nuclear-missile-silos-lsd/,/news/air-force-nuclear-missile-silos-lsd/,301
/air-force-photo-brass-eject/,/news/air-force-photo-brass-eject/,301
/air-force-pilots-close-air-mackay/,/news/air-force-pilots-close-air-mackay/,301
/air-force-public-affairs-restrictions/,/news/air-force-public-affairs-restrictions/,301
/air-force-rosie-riveter-munitions-competition/,/news/air-force-rosie-riveter-munitions-competition/,301
/air-force-stealth-movie-jessica-biel/,/news/air-force-stealth-movie-jessica-biel/,301
/air-force-suicide-decrease/,/news/air-force-suicide-decrease/,301
/air-force-surgeon-las-vegas-shooting/,/news/air-force-surgeon-las-vegas-shooting/,301
/air-force-tech-sgt-john-chapman-will-be-awarded-the-medal-of-honor-in-august/,/news/air-force-tech-sgt-john-chapman-will-be-awarded-the-medal-of-honor-in-august/,301
/air-force-trump-resorts-ban/,/news/air-force-trump-resorts-ban/,301
/air-force-u2-chase-cars-transport/,/news/air-force-u2-chase-cars-transport/,301
/air-force-uber-battle-management/,/news/air-force-uber-battle-management/,301
/air-force-vet-admitted-leaking-nsa-documents-confession-might-not-count-court/,/news/air-force-vet-admitted-leaking-nsa-documents-confession-might-not-count-court/,301
/air-force-veteran-libya-mercenary/,/news/air-force-veteran-libya-mercenary/,301
/air-force-vr-pilot-training/,/news/air-force-vr-pilot-training/,301
/air-force-vr-pilot-training/,/news/air-force-vr-pilot-training/,301
/air-force-white-phosphorus-rocket-spill-arizona/,/news/air-force-white-phosphorus-rocket-spill-arizona/,301
/air-space-museum-russia-aircraft/,/news/air-space-museum-russia-aircraft/,301
/aircraft-carrier-bombers-iran-war/,/news/aircraft-carrier-bombers-iran-war/,301
/aircraft-carrier-middle-east-iran/,/news/aircraft-carrier-middle-east-iran/,301
/airman-died-qatar-identified/,/news/airman-died-qatar-identified/,301
/airman-finally-punished-for-racist-video/,/news/airman-finally-punished-for-racist-video/,301
/airman-finally-punished-for-racist-video/,/news/airman-finally-punished-for-racist-video/,301
/airmen-found-dead-spangdahlem-germany/,/news/airmen-found-dead-spangdahlem-germany/,301
/airmen-killed-afghanistan-plane-crash/,/news/airmen-killed-afghanistan-plane-crash/,301
/airmen-lose-machine-gun-after-losing-grenades/,/news/airmen-lose-machine-gun-after-losing-grenades/,301
/airmen-struck-lightning-f-35/,/news/airmen-struck-lightning-f-35/,301
/ak-47-autonomous-robot-guns/,/news/ak-47-autonomous-robot-guns/,301
/al-matthews-marine-vet-and-aliens-actor-dead-at-75/,/news/al-matthews-marine-vet-and-aliens-actor-dead-at-75/,301
/al-qaeda-claims-fighting-alongside-u-s-allies-yemen/,/news/al-qaeda-claims-fighting-alongside-u-s-allies-yemen/,301
/al-qaeda-ready-waiting-seals-trumps-first-raid/,/news/al-qaeda-ready-waiting-seals-trumps-first-raid/,301
/al-shabab-manda-bay-airfield/,/news/al-shabab-manda-bay-airfield/,301
/al-udeid-qatar-centcom-base/,/news/al-udeid-qatar-centcom-base/,301
/al-udeid-qatar-centcom-base/,/news/al-udeid-qatar-centcom-base/,301
/alaska-airman-pee-coffee-maker/,/news/alaska-airman-pee-coffee-maker/,301
/alexander-vindman-dismissed-trump-impeachment-inquiry/,/news/alexander-vindman-dismissed-trump-impeachment-inquiry/,301
/alexander-vindman-impeachment-inquiry-testimony/,/news/alexander-vindman-impeachment-inquiry-testimony/,301
/aliens-bill-paxton-wants-out-of-this-chickenshit-outfit/,/news/aliens-bill-paxton-wants-out-of-this-chickenshit-outfit/,301
/alleged-nazi-marine/,/news/alleged-nazi-marine/,301
/amazing-nsa-posters-1950s-1960s/,/tech-tactics/amazing-nsa-posters-1950s-1960s/,301
/america-needs-breed-culture-voluntary-public-service/,/news/america-needs-breed-culture-voluntary-public-service/,301
